year,district,Crime Type,Total Crime
2012,Multan,Murder,66
2012,Vehari,Murder,146
2012,Rawalpindi Div.,Murder,516
2012,Attock,Murder,106
2012,Chakwal,Murder,71
2012,Jhelum,Murder,61
2012,Rawalpindi,Murder,278
2012,Sahiwal Division,Murder,560
2012,Sahiwal,Murder,175
2012,Okara,Murder,260
2012,Pakpattan,Murder,125
2012,Sargodha Div.,Murder,457
2012,Bhakkar,Murder,57
2012,Khushab,Murder,64
2012,Mianwali,Murder,123
2012,Sargodha,Murder,213
2013,PUNJAB,Murder,6095
2013,Bahawalpur Div.,Murder,515
2013,Bahawalnagar,Murder,167
2013,Bahawalpur,Murder,148
2013,Rahim Yar Khan,Murder,200
2013,D.G.Khan Division,Murder,422
2013,D.G.Khan,Murder,128
2013,Layyah,Murder,47
2013,Muzaffargarh,Murder,137
2013,Rajanpur,Murder,110
2013,Faisalabad Div.,Murder,893
2013,Faisalabad,Murder,527
2013,Chiniot,Murder,103
2013,Jhang,Murder,123
2013,T.T.Singh,Murder,140
2013,Gujranwala Div.,Murder,1022
2013,Gujranwala,Murder,314
2013,Gujrat,Murder,221
2013,Hafizabad,Murder,98
2013,Mandi Baha-ud-Din,Murder,100
2013,Narowal,Murder,74
2013,Sialkot,Murder,215
2013,Lahore Division,Murder,1164
2013,Kasur,Murder,238
2013,Lahore,Murder,569
2013,Nankana Sahib,Murder,99
2013,Sheikhupura,Murder,258
2013,Multan Division,Murder,498
2013,Khanewal,Murder,123
2013,Lodhran,Murder,68
2013,Multan,Murder,176
2013,Vehari,Murder,131
2013,Rawalpindi Div.,Murder,590
2013,Attock,Murder,119
2013,Chakwal,Murder,71
2013,Jhelum,Murder,62
2013,Rawalpindi,Murder,338
2013,Sahiwal Division,Murder,513
2013,Sahiwal,Murder,161
2013,Okara,Murder,230
2013,Pakpattan,Murder,122
2013,Sargodha Div.,Murder,478
2013,Bhakkar,Murder,49
2013,Khushab,Murder,73
2013,Mianwali,Murder,131
2013,Sargodha,Murder,225
2014,PUNJAB,Murder,6094
2014,Bahawalpur Div.,Murder,485
2014,Bahawalnagar,Murder,146
2014,Bahawalpur,Murder,143
2014,Rahim Yar Khan,Murder,196
2014,D.G.Khan Division,Murder,425
2014,D.G.Khan,Murder,122
2014,Layyah,Murder,38
2014,Muzaffargarh,Murder,163
2014,Rajanpur,Murder,102
2014,Faisalabad Div.,Murder,839
2014,Faisalabad,Murder,479
2014,Chiniot,Murder,114
2014,Jhang,Murder,131
2014,T.T.Singh,Murder,115
2014,Gujranwala Div.,Murder,974
2014,Gujranwala,Murder,307
2014,Gujrat,Murder,183
2014,Hafizabad,Murder,97
2014,Mandi Baha-ud-Din,Murder,102
2014,Narowal,Murder,66
2014,Sialkot,Murder,219
2014,Lahore Division,Murder,1178
2014,Kasur,Murder,208
2014,Lahore,Murder,584
2014,Nankana Sahib,Murder,108
2014,Sheikhupura,Murder,278
2014,Multan Division,Murder,507
2014,Khanewal,Murder,139
2014,Lodhran,Murder,73
2014,Multan,Murder,165
2014,Vehari,Murder,130
2014,Rawalpindi Div.,Murder,571
2014,Attock,Murder,119
2014,Chakwal,Murder,83
2014,Jhelum,Murder,63
2014,Rawalpindi,Murder,306
2014,Sahiwal Division,Murder,556
2014,Sahiwal,Murder,191
2014,Okara,Murder,255
2014,Pakpattan,Murder,110
2014,Sargodha Div.,Murder,559
2014,Bhakkar,Murder,58
2014,Khushab,Murder,62
2014,Mianwali,Murder,159
2014,Sargodha,Murder,280
2015,PUNJAB,Murder,4522
2015,Bahawalpur Div.,Murder,341
2015,Bahawalnagar,Murder,109
2015,Bahawalpur,Murder,94
2015,Rahim Yar Khan,Murder,138
2015,D.G.Khan Division,Murder,358
2015,D.G.Khan,Murder,86
2015,Layyah,Murder,38
2015,Muzaffargarh,Murder,127
2015,Rajanpur,Murder,107
2015,Faisalabad Div.,Murder,657
2015,Faisalabad,Murder,384
2015,Chiniot,Murder,75
2015,Jhang,Murder,89
2015,T.T.Singh,Murder,109
2015,Gujranwala Div.,Murder,622
2015,Gujranwala,Murder,193
2015,Gujrat,Murder,119
2015,Hafizabad,Murder,74
2015,Mandi Baha-ud-Din,Murder,65
2015,Narowal,Murder,46
2015,Sialkot,Murder,125
2015,Lahore Division,Murder,931
2015,Kasur,Murder,171
2015,Lahore,Murder,445
2015,Nankana Sahib,Murder,86
2015,Sheikhupura,Murder,229
2015,Multan Division,Murder,388
2015,Khanewal,Murder,99
2015,Lodhran,Murder,56
2015,Multan,Murder,95
2015,Vehari,Murder,138
2015,Rawalpindi Div.,Murder,452
2015,Attock,Murder,94
2015,Chakwal,Murder,58
2015,Jhelum,Murder,32
2015,Rawalpindi,Murder,268
2015,Sahiwal Division,Murder,376
2015,Sahiwal,Murder,129
2015,Okara,Murder,168
2015,Pakpattan,Murder,79
2015,Sargodha Div.,Murder,397
2015,Bhakkar,Murder,33
2015,Khushab,Murder,57
2015,Mianwali,Murder,110
2015,Sargodha,Murder,197
2016,PUNJAB,Murder,4112
2016,Bahawalpur Div.,Murder,301
2016,Bahawalnagar,Murder,85
2016,Bahawalpur,Murder,103
2016,Rahim Yar Khan,Murder,113
2016,D.G.Khan Division,Murder,300
2016,D.G.Khan,Murder,91
2016,Layyah,Murder,26
2016,Muzaffargarh,Murder,108
2016,Rajanpur,Murder,75
2016,Faisalabad Div.,Murder,589
2016,Faisalabad,Murder,359
2016,Chiniot,Murder,64
2016,Jhang,Murder,82
2016,T.T.Singh,Murder,84
2016,Gujranwala Div.,Murder,615
2016,Gujranwala,Murder,200
2016,Gujrat,Murder,120
2016,Hafizabad,Murder,54
2016,Mandi Baha-ud-Din,Murder,77
2016,Narowal,Murder,38
2016,Sialkot,Murder,126
2016,Lahore Division,Murder,845
2016,Kasur,Murder,158
2016,Lahore,Murder,439
2016,Nankana Sahib,Murder,59
2016,Sheikhupura,Murder,189
2016,Multan Division,Murder,340
2016,Khanewal,Murder,86
2016,Lodhran,Murder,47
2016,Multan,Murder,120
2016,Vehari,Murder,87
2016,Rawalpindi Div.,Murder,423
2016,Attock,Murder,71
2016,Chakwal,Murder,54
2016,Jhelum,Murder,53
2016,Rawalpindi,Murder,245
2016,Sahiwal Division,Murder,337
2016,Sahiwal,Murder,124
2016,Okara,Murder,133
2016,Pakpattan,Murder,80
2016,Sargodha Div.,Murder,362
2016,Bhakkar,Murder,38
2016,Khushab,Murder,58
2016,Mianwali,Murder,90
2016,Sargodha,Murder,176
2017,PUNJAB,Murder,3992
2017,Bahawalpur Div.,Murder,266
2017,Bahawalnagar,Murder,67
2017,Bahawalpur,Murder,91
2017,Rahim Yar Khan,Murder,108
2017,D.G.Khan Division,Murder,304
2017,D.G.Khan,Murder,85
2017,Layyah,Murder,24
2017,Muzaffargarh,Murder,127
2017,Rajanpur,Murder,68
2017,Faisalabad Div.,Murder,524
2017,Faisalabad,Murder,325
2017,Chiniot,Murder,59
2017,Jhang,Murder,63
2017,T.T.Singh,Murder,77
2017,Gujranwala Div.,Murder,643
2017,Gujranwala,Murder,235
2017,Gujrat,Murder,119
2017,Hafizabad,Murder,34
2017,Mandi Baha-ud-Din,Murder,81
2017,Narowal,Murder,133
2017,Sialkot,Murder,41
2017,Lahore Division,Murder,837
2017,Kasur,Murder,141
2017,Lahore,Murder,406
2017,Nankana Sahib,Murder,66
2017,Sheikhupura,Murder,224
2017,Multan Division,Murder,334
2017,Khanewal,Murder,87
2017,Lodhran,Murder,45
2017,Multan,Murder,122
2017,Vehari,Murder,80
2017,Rawalpindi Div.,Murder,460
2017,Attock,Murder,104
2017,Chakwal,Murder,62
2017,Jhelum,Murder,45
2017,Rawalpindi,Murder,249
2017,Sahiwal Division,Murder,274
2017,Sahiwal,Murder,96
2017,Okara,Murder,120
2017,Pakpattan,Murder,58
2017,Sargodha Div.,Murder,350
2017,Bhakkar,Murder,39
2017,Khushab,Murder,48
2017,Mianwali,Murder,83
2017,Sargodha,Murder,180
2018,PUNJAB,Murder,4146
2018,Bahawalpur Div.,Murder,285
2018,Bahawalnagar,Murder,80
2018,Bahawalpur,Murder,77
2018,Rahim Yar Khan,Murder,128
2018,D.G.Khan Division,Murder,307
2018,D.G.Khan,Murder,77
2018,Layyah,Murder,36
2018,Muzaffargarh,Murder,113
2018,Rajanpur,Murder,81
2018,Faisalabad Div.,Murder,525
2018,Faisalabad,Murder,333
2018,Chiniot,Murder,50
2018,Jhang,Murder,69
2018,T.T.Singh,Murder,73
2018,Gujranwala Div.,Murder,660
2018,Gujranwala,Murder,196
2018,Gujrat,Murder,107
2018,Hafizabad,Murder,58
2018,Mandi Baha-ud-Din,Murder,104
2018,Narowal,Murder,42
2018,Sialkot,Murder,153
2018,Lahore Division,Murder,896
2018,Kasur,Murder,138
2018,Lahore,Murder,493
2018,Nankana Sahib,Murder,59
2018,Sheikhupura,Murder,206
2018,Multan Division,Murder,339
2018,Khanewal,Murder,99
2018,Lodhran,Murder,40
2018,Multan,Murder,108
2018,Vehari,Murder,92
2018,Rawalpindi Div.,Murder,467
2018,Attock,Murder,85
2018,Chakwal,Murder,53
2018,Jhelum,Murder,47
2018,Rawalpindi,Murder,282
2018,Sahiwal Division,Murder,302
2018,Sahiwal,Murder,112
2018,Okara,Murder,124
2018,Pakpattan,Murder,66
2018,Sargodha Div.,Murder,365
2018,Bhakkar,Murder,42
2018,Khushab,Murder,51
2018,Mianwali,Murder,92
2018,Sargodha,Murder,180
2019,PUNJAB,Murder,4060
2019,Bahawalpur Div.,Murder,248
2019,Bahawalnagar,Murder,61
2019,Bahawalpur,Murder,74
2019,Rahim Yar Khan,Murder,113
2019,D.G.Khan Division,Murder,285
2019,D.G.Khan,Murder,88
2019,Layyah,Murder,22
2019,Muzaffargarh,Murder,100
2019,Rajanpur,Murder,75
2019,Faisalabad Div.,Murder,524
2019,Faisalabad,Murder,318
2019,Chiniot,Murder,48
2019,Jhang,Murder,68
2019,T.T.Singh,Murder,90
2019,Gujranwala Div.,Murder,681
2019,Gujranwala,Murder,203
2019,Gujrat,Murder,121
2019,Hafizabad,Murder,62
2019,Mandi Baha-ud-Din,Murder,103
2019,Narowal,Murder,36
2019,Sialkot,Murder,156
2019,Lahore Division,Murder,854
2019,Kasur,Murder,143
2019,Lahore,Murder,416
2019,Nankana Sahib,Murder,77
2019,Sheikhupura,Murder,218
2019,Multan Division,Murder,331
2019,Khanewal,Murder,95
2019,Lodhran,Murder,38
2019,Multan,Murder,109
2019,Vehari,Murder,89
2019,Rawalpindi Div.,Murder,498
2019,Attock,Murder,95
2019,Chakwal,Murder,64
2019,Jhelum,Murder,47
2019,Rawalpindi,Murder,292
2019,Sahiwal Division,Murder,271
2019,Sahiwal,Murder,92
2019,Okara,Murder,109
2019,Pakpattan,Murder,70
2019,Sargodha Div.,Murder,368
2019,Bhakkar,Murder,48
2019,Khushab,Murder,39
2019,Mianwali,Murder,81
2019,Sargodha,Murder,200
2020,PUNJAB,Murder,4268
2020,Bahawalpur Div.,Murder,278
2020,Bahawalnagar,Murder,71
2020,Bahawalpur,Murder,82
2020,Rahim Yar Khan,Murder,125
2020,D.G.Khan Division,Murder,336
2020,D.G.Khan,Murder,95
2020,Layyah,Murder,32
2020,Muzaffargarh,Murder,111
2020,Rajanpur,Murder,98
2020,Faisalabad Div.,Murder,523
2020,Faisalabad,Murder,325
2020,Chiniot,Murder,56
2020,Jhang,Murder,66
2020,T.T.Singh,Murder,76
2020,Gujranwala Div.,Murder,730
2020,Gujranwala,Murder,217
2020,Gujrat,Murder,126
2020,Hafizabad,Murder,60
2020,Mandi Baha-ud-Din,Murder,111
2020,Narowal,Murder,49
2020,Sialkot,Murder,167
2020,Lahore Division,Murder,882
2020,Kasur,Murder,153
2020,Lahore,Murder,439
2020,Nankana Sahib,Murder,69
2020,Sheikhupura,Murder,221
2020,Multan Division,Murder,355
2020,Khanewal,Murder,132
2020,Lodhran,Murder,39
2020,Multan,Murder,99
2020,Vehari,Murder,85
2020,Rawalpindi Div.,Murder,489
2020,Attock,Murder,90
2020,Chakwal,Murder,59
2020,Jhelum,Murder,49
2020,Rawalpindi,Murder,291
2020,Sahiwal Division,Murder,276
2020,Sahiwal,Murder,98
2020,Okara,Murder,122
2020,Pakpattan,Murder,56
2020,Sargodha Div.,Murder,399
2020,Bhakkar,Murder,49
2020,Khushab,Murder,47
2020,Mianwali,Murder,101
2020,Sargodha,Murder,202
